,Taxon,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,Size
MP_12552,MP,1,-1.2E-18,2.67E-19,0.361524,0.0128125,-0.0161937,-0.0371558,-0.061945,0.105703,-0.00307505,0.0249432,0.0676778,0.0134833,-0.00843367,-0.0160088,-0.0243475,0.0335634,0.00103689,0.00976453,0.0274469,0.00916173,-0.00629216,0.00174111,-0.000556441,0.0141188,0.00208656,-0.00156342,0.00354763,0.00544737,-0.00530691,0.0115298,0.00871495,0.00671908,0.00445609,-0.0126399,0.00144064,0.00310266,-0.00636671,0.00460221,0.00410954,0.00414678,-0.000486601,0.0155014,0.00280852,0.0029444,0.00220222,-0.00755328,0.00290455,0.000683392,-0.00101615,-0.012099,0.00624583,0.000956729,-0.0026328,0.00500231,-0.00167095,0.000705891,-0.00286454,0.00511643,-0.000149503,0.00281789,0.000847685,0.00702311,-0.00440851,0.00136231,0.00101781,0.00254088,0.00114629,0.00179683,0.000993403,-0.00226155,0.00411262,0.00173636,-0.000615374,-0.00359014,-0.00159381,-0.00166156,-3.83E-05,-0.000756783,0.00994942,5.13E-05,-0.00108308,-0.000964803,0.00290371,4.43E-05,-0.000447905,-3.72E-05,-0.00548612,-0.000509178,-0.000149552,0.00279223,0.0007575,-0.00024889,0.000240459,0.00293952,0.00225336,0.000561886,-0.000478047,0.00218686,-0.00262663,0.000126462,0.000333708,-0.00228792,-0.00452268,0.000622834,0.000186546,0.00171065,-0.000305021,0.000136421,0.000424939,0.00167646,0.000992814,0.000621251,0.000661703,2.46E-05,0.00126415,-0.000132701,-0.000583792,0.00138034,0.000539953,0.0750803
MP_12553,MP,1,1.44E-18,-9.51E-19,0.452155,0.0220822,-0.0061967,-0.050185,-0.0904796,0.103396,-0.00129294,0.0358943,0.0646334,0.0124415,-0.00969248,-0.0210281,-0.00284957,0.0334647,0.00603916,-0.000690942,0.00991666,0.00652759,-0.0106211,0.0157423,0.00497284,0.0145561,0.00966832,-0.0166063,0.00464004,0.00433789,-0.00844194,0.00451424,0.00674632,0.00662603,-0.00379522,0.0113939,0.00365285,0.00520451,0.00771221,0.00104443,-0.00225085,0.00451872,-0.00010461,-0.0130765,0.0123795,-0.000266021,-0.00597987,0.000319217,0.00095759,0.00355388,-0.00316302,0.00619301,-0.00303036,0.00156244,0.00235961,0.0122371,0.00561538,0.00235286,0.000851297,0.000726415,-0.00429646,0.00218947,0.00248776,-0.00566456,0.00320359,0.000364903,0.000372231,0.0023997,0.00920399,-0.000550264,-0.00116402,-0.00712359,-0.00465073,0.000230892,-0.00240556,-0.00350501,0.00117026,0.000291794,-0.00120689,0.00540379,0.00641672,-0.00154827,0.000256337,0.00242066,0.00107825,-0.000305214,-0.000882021,-0.000268794,-0.00488657,0.000728121,-0.000445941,0.00195506,-0.00332031,0.00203186,0.000923482,0.00282566,-0.000558389,-0.00114502,0.000602749,0.00174624,0.00350828,0.000225341,0.00132104,0.00107986,0.00148299,0.000199954,0.000565449,-0.000960759,-0.00210721,-0.000428256,-0.000287535,-0.00319711,0.000596432,0.000298126,-7.15E-05,-0.00306995,0.000574793,0.000987797,0.000300374,-0.000694633,0.00118305,0.0735861
MP_12554,MP,1,3.58E-18,-3.32E-18,0.399298,0.0184373,-0.0132792,-0.0397078,-0.0690987,0.10711,0.00806399,0.0281063,0.0700733,0.00928256,-0.00644039,-0.0171652,-0.0267119,0.03395,0.00289431,0.00768103,0.0217692,0.0112387,-0.00378971,0.0048782,0.00731932,0.0155226,0.00229824,-0.0115406,0.00189068,0.00612788,-0.00852648,0.0157205,0.0052079,0.00735953,0.00686072,-0.00260664,0.00359441,0.00367291,-0.000711112,-0.0126347,0.00414448,0.00224845,-0.00718554,0.00705994,0.00344377,0.00434723,0.00314753,0.0139084,-0.00380422,0.00314197,0.00278644,-0.00702958,0.00630819,0.00240418,0.00229981,-0.00491916,0.00270909,0.00128324,-0.00158921,-0.00322081,0.00579117,-0.000975049,-0.0040979,-0.00117179,0.00545889,0.00230799,-0.00181091,0.00452341,-0.00814514,0.000457257,0.00259633,0.00938557,0.0062266,7.74E-05,0.000907945,0.00502761,0.00164454,0.00104238,0.00135934,-0.00470421,-0.00858307,0.0017068,0.00136742,-0.00077719,0.00600133,-0.000644846,0.000829781,2.92E-05,0.0063895,-0.0008241,-0.000585345,-0.00270846,0.000484968,0.00036528,-0.0013645,-0.00586959,-0.0013916,-0.00079527,1.54E-05,-0.000209837,0.000277174,0.000549461,-0.00182643,0.00386976,0.0018391,1.32E-05,0.000242934,0.0016647,0.000939767,-0.00038664,0.00081435,0.00142046,-0.00273165,-0.00108451,-0.000758955,-0.000232073,-0.00232523,0.00094428,0.000478318,0.000686913,-0.000735315,0.0747741
MP_12555,MP,1,-1.44E-18,-3.26E-18,0.370071,0.00507816,-0.00248651,-0.0271558,-0.0636653,0.103442,0.000397167,0.026039,0.0611137,0.0148637,-0.00499991,-0.0222881,-0.0212801,0.031487,0.00406,0.00693649,0.0175739,0.0080642,-0.00461668,0.00128303,0.00181827,0.0147707,0.00288802,-0.00677984,0.0045265,0.00491866,-0.0038288,0.00779009,0.00244005,0.00726727,0.00256433,-0.00927752,0.0028246,0.0035453,-0.00417935,0.000520437,0.00377872,0.00514717,-0.00109229,0.0100272,0.000956063,0.00316187,0.00504106,-0.00168878,0.00103979,0.0014831,-0.00249878,-0.0126495,0.00797363,0.0017836,-0.00255692,0.00171913,-0.00175602,0.00187342,-0.00303813,0.00364457,0.00162794,0.000646547,0.000857365,0.005413,0.00357537,0.00217046,0.00205874,0.00343998,-0.0013196,3.93E-05,0.00195354,-0.000176277,0.00350968,0.00181716,-0.000200896,-0.00489414,-0.00235263,-0.0008322,0.000339053,-0.00378212,0.00617523,0.00064621,-0.00132256,-0.000249619,0.00328304,-5.09E-05,-0.00130237,-0.00326422,-0.00678883,0.000921483,-0.00169255,0.00120133,0.00380092,-0.000600365,0.000176036,0.00318813,0.0054291,-0.000194325,-0.000132377,0.00194302,-0.000527159,0.000396221,-0.000276873,0.000813903,-0.0038625,0.000727082,0.000605619,0.00137571,-0.00183349,0.000384949,0.000317853,0.00115565,0.00184038,0.000187274,0.000801283,0.000544567,0.00380585,-0.000373985,0.000146745,-0.00017138,0.000754301,0.0756222
MP_13030,MP,1,1.98E-18,-1.68E-18,0.438388,0.022989,-0.0231317,-0.067819,-0.0757899,0.0995017,-0.0111406,0.0275472,0.0820358,0.0108089,-0.0101698,-0.00784985,-0.0157954,0.0306071,0.00121369,-0.00903097,0.0128422,0.00852604,-0.0132253,0.0175728,0.0176063,0.00930646,0.0048405,-0.0142322,-0.00338796,0.00380204,-0.00779446,-0.00101379,0.00275106,0.0068213,-0.00802481,0.0146423,0.00614846,0.00373512,0.00464393,0.00342656,0.000855056,0.00267873,-0.00122127,-0.0103968,0.00824439,-0.0029229,-0.00506271,0.00187718,0.00134682,0.001278,-0.00260833,0.00776767,-0.00302671,0.00143082,-0.000481005,0.00386454,0.00151683,0.00403036,-0.000219077,0.00224062,-0.00557076,0.00190211,0.00191152,0.00291326,-0.00113069,0.00056822,0.000680157,0.000313981,0.0106196,-0.00234387,-0.00023078,-0.00245489,0.0013782,-0.000196531,-0.00108322,0.000215629,-0.00335243,2.5E-05,-5.14E-05,0.00279607,0.00261699,-0.000664162,0.00113924,0.0025844,0.00202932,-0.000570434,-0.000598185,-0.0015604,-0.00507379,0.000358227,-0.000344765,-0.00336549,-0.00394701,0.00135056,-0.000208911,0.00106457,-0.0014638,0.000484478,-0.000959819,0.00304386,-0.000198755,0.00146002,0.000919541,0.00138374,-0.00088642,0.000324546,0.000871604,-0.00147523,0.00138067,0.000167235,0.000406567,-0.0019267,0.00228883,-0.000206341,-0.00101313,-0.000877522,0.00132372,0.000749554,-0.000197812,0.00173959,0.00165634,0.0739463
MP_13031,MP,1,3.16E-18,3.15E-18,0.457349,0.0205994,-0.00868587,-0.0284949,-0.089037,0.0996539,-0.00537421,0.0151729,0.0579865,0.0164133,-0.00260055,-0.00710742,0.000901901,0.032911,-0.000981226,0.00224339,0.0079358,0.00376743,-0.00302192,0.00830571,0.0157045,0.0162425,0.00357605,-0.00925364,-0.000143723,0.00169975,-0.0081584,0.00483544,0.00703819,0.00939714,0.0027932,0.0122633,0.0080744,0.000974014,0.00510291,-0.00288531,0.000818283,0.00237506,-0.00610661,-0.0125758,0.00656949,0.000721084,-0.00315949,0.0114559,0.000381512,0.00361184,0.000431719,0.00910362,0.000909379,-0.000172517,0.005268,0.00313547,0.00328042,0.00421752,0.00128297,-0.00235881,-0.00386477,-0.00227362,0.000449489,-0.00803414,0.00909699,0.000808395,-0.00303297,-0.00252322,0.00340357,-0.00133589,-0.00154033,0.000978826,-0.00716446,0.00138106,-0.00051037,0.00241203,0.00632046,-0.00075317,0.000634403,0.00431134,0.000431399,6.78E-05,-0.000739593,0.000812237,-0.00769633,0.00165057,0.00165214,0.00164936,-0.00154031,0.0015072,0.000362536,0.00150463,0.00280156,-0.00117017,0.00134866,-0.00133096,0.00291775,0.000520406,-0.000471553,-0.00241246,7.08E-05,-0.00131742,0.00139542,-0.00250753,-0.0012789,0.00140634,-0.00111156,-0.00289336,0.000865151,1.64E-06,-0.000370418,-0.00108727,0.00187363,2.89E-05,0.00040179,0.00136513,0.0025139,-0.00127147,0.000514634,-0.000420568,0.00102246,0.0738176
MP_13032,MP,1,2.17E-18,-2.52E-18,0.419838,0.014827,-0.0165674,-0.0650677,-0.0756274,0.115729,-0.00201183,0.0332266,0.0756711,0.00370723,-0.0111237,-0.0140999,-0.0193971,0.0392199,-0.000257377,-0.00712348,0.0132063,0.007869,-0.00906326,0.0196688,0.0125823,0.0146078,0.00507867,-0.0198973,0.00519032,0.00328399,-0.00670102,0.00783019,0.00377527,0.00706237,-0.00216815,0.01779,0.0026685,0.00541725,0.00650009,-0.00884072,0.00034007,0.00159148,-0.00623963,-0.0165761,0.0151296,0.00189526,-0.00505931,0.0102406,-0.00467023,0.00201879,-0.00220026,0.00979323,-0.00125555,0.00299255,0.00171885,0.000691821,0.00147075,0.00276936,-9.9E-05,-0.00434131,-0.00255366,-0.000118334,0.00327369,0.000187656,0.0109416,-0.00118793,-0.00389075,-0.00349587,0.00711611,0.000497126,-0.00192908,-0.0049864,-0.0041186,-0.000411313,-0.00190655,0.0068032,0.00173188,-0.000339086,3.9E-05,0.00448012,0.000890256,-0.000626387,-0.00127419,0.00311838,-0.00750365,0.000710912,-0.000655948,-0.00327787,-0.00356062,0.00211996,0.00161252,0.00192658,0.00148996,-7.03E-05,0.000147871,0.00695543,0.00159158,0.000235021,0.000869124,-0.00123493,0.00385517,0.000699232,0.00090661,-0.00537436,0.00213096,-0.000854683,-0.00036819,-0.000769218,-0.000625492,0.000177711,-0.00110317,-0.00107525,0.0020594,0.000236729,0.00084208,0.000839778,0.00475719,-0.000292461,0.000138608,0.0024429,0.000629662,0.0736332
MP_13033,MP,1,9.31E-19,1.09E-18,0.440224,0.0197793,-0.0200301,-0.0522861,-0.0765582,0.112419,0.000288586,0.0328685,0.0739955,0.0161541,-0.0137069,-0.0153332,-0.0236021,0.0369041,-0.000791231,0.0063784,0.0223313,0.00662797,-0.00822733,0.00801294,0.0091132,0.0115444,0.00095354,-0.0159841,0.00360268,0.00717244,-0.00851269,0.017919,0.00268703,0.00570773,0.00167886,0.00451859,0.00314826,0.00431532,0.00363235,-0.0140078,0.00673398,0.000919108,-0.0095654,-0.0052532,0.00885534,0.00275114,-0.00271834,0.015233,-0.00724376,0.00216973,-0.00132765,0.00476232,-0.000111164,0.00329238,0.00206362,0.000634933,0.000586859,0.00325935,0.00165837,-0.00146155,-0.000169115,-0.00180489,-3.87E-05,-0.00400373,0.0153576,0.000806651,-0.00494178,-0.00542685,-0.00487969,0.000369107,-0.00100688,-0.00038884,-0.00210186,-0.00114256,-0.000994846,0.009638,0.00928805,-0.000227613,-0.0010504,-0.000381047,-0.00907712,0.00189129,-0.00161693,-0.00186283,-0.0076921,0.00153416,0.000181325,0.00143865,0.00126363,0.000911176,0.0015352,0.00629891,0.00281814,-8.1E-06,0.000167672,0.00305766,0.00129755,-0.000504271,0.000537297,-0.00515701,0.00165432,0.000750152,-0.000595239,-0.00135132,-0.00043591,-0.000318434,-0.00134733,-0.00173657,0.00364366,0.000558399,0.00120656,0.000275898,0.00466935,-0.000416449,-0.00016563,0.00276484,0.000172735,-0.00115652,-0.000184175,0.000166212,0.00100761,0.073239
MP_13038,MP,1,1.11E-18,7.56E-19,0.407291,0.00363518,-0.0321762,-0.0527621,-0.0876056,0.0992212,-0.00997769,0.0322878,0.0728071,0.0135515,-0.0142378,-0.0101319,-0.0198851,0.0354359,0.000971224,-0.00681435,0.0149238,0.0053282,-0.0145395,0.014631,0.0120854,0.0116407,0.00203371,-0.00687074,-0.00305362,0.00858594,-0.0103826,0.00633872,0.0061237,0.00736026,0.000423175,0.0065308,0.00661882,0.00121214,0.000417388,-0.00358935,-0.00268287,0.000998651,-0.0105414,-0.0040463,0.00494156,0.00387321,-0.0019376,0.017078,-0.00418613,0.00562846,0.00265649,0.00359823,0.00049028,0.00122495,0.00025212,-0.00578436,0.00774804,-0.00113602,-0.00118088,-0.00161384,0.00116355,-0.00239771,-0.00178438,0.000563309,0.00498049,-0.00128006,-0.00532428,0.00253063,-0.00276355,0.000258948,0.000389922,0.00511543,-0.00648137,0.00274227,-0.000326303,0.00229448,0.00155005,0.00120255,-0.000394841,-0.00238295,-0.00524051,0.00261017,-0.000690846,0.00146865,-0.00202964,0.00230938,0.000658778,0.00310859,0.00787413,-0.00128151,0.000900638,0.000735438,0.00493468,-0.001056,-0.000369489,-0.0032659,-0.00167045,-0.000161216,-0.000763894,-0.00052869,0.00122315,-0.000252499,0.000154905,0.00440211,0.0016867,-0.000660375,-6.2E-05,0.00331795,0.000164711,2.66E-05,0.00101284,-0.000767236,-0.00173494,-0.00146594,0.000761147,-0.0037953,-0.00100033,-8.42E-05,-0.000706602,-0.00329351,-0.00213784,0.0745534
MP_13041,MP,1,5.9E-18,-3.76E-18,0.49689,0.0279307,-0.0250138,-0.0627459,-0.102817,0.099583,0.000256763,0.0327807,0.0719543,0.0170187,-0.0166026,-0.00490163,0.0061639,0.0250225,0.00122189,-0.0111694,0.00875044,0.00919829,-0.0122075,0.0211956,0.013271,0.0113207,0.00496301,-0.00583955,0.00929516,0.00222871,-0.00394035,-0.00147961,0.00750488,0.000988413,-0.00851366,0.00890083,0.00653044,0.00470667,0.00491939,0.012435,-0.00568122,0.00487311,0.00340513,-0.00842175,0.00705983,-0.00445091,-0.00155246,-0.00543899,0.01367,-0.00117572,-0.00560921,0.002552,-0.00452812,-0.000201778,0.000165377,0.00662568,-0.00160904,-0.000984827,9.12E-05,0.00672302,-0.000205443,0.00148397,0.000533635,-0.00360975,-0.00674247,0.00139929,0.00119374,0.00515008,0.00609507,-4.44E-05,0.00177228,0.00230141,0.00320123,-0.00154907,0.00163996,-0.00904677,-0.000714796,0.00105912,-0.000506517,-0.00198701,0.00260241,-0.00144737,0.000163646,0.0034272,0.00563728,-0.00100668,0.00304993,0.0017478,0.000835226,-0.00258338,-0.000549593,-0.00325242,-0.00173778,-1.67E-05,-0.000195187,-0.00424981,-0.00167895,-0.000132555,-0.000409652,0.000164437,-0.00392246,-0.000395697,8.34E-05,0.00109407,-0.000492725,-0.000488064,0.000615918,0.00214796,-0.00029435,0.00026521,0.000961446,0.000964748,-0.00132635,-0.000321876,8.15E-05,-0.000550503,-0.000853328,-0.000991401,0.000128503,-0.00284771,-0.000111909,0.0718155
MP_13042,MP,1,-1.88E-19,4.85E-19,0.452513,0.00325467,-0.0289185,-0.0343726,-0.0907128,0.115461,0.00308193,0.0252342,0.0728774,0.0171331,-0.0223363,-0.0120206,-0.0270985,0.030562,0.00238245,0.00150006,0.0190846,0.0151002,-0.00821315,0.000731017,0.00963419,0.0126075,-0.000251766,-0.0140395,0.00317437,0.00662752,-0.0109626,0.0185769,0.00653867,0.00699283,-0.000313805,-0.00141546,0.00432501,0.00323602,0.00676943,-0.0104881,0.00790369,0.000452628,-0.00765317,-0.0012987,0.00585939,-0.000510206,-0.00579843,0.0146003,-0.000958967,0.00221906,0.00042256,0.00539877,0.00195817,0.00364718,0.00300586,-0.00418723,0.00317196,0.0038206,0.00201274,0.00284161,0.00363469,-0.002251,-0.000569351,-0.00525459,0.0111168,-0.00156332,-0.00302369,-0.00444515,-0.00572631,-0.00125564,-0.0038158,0.00489637,-0.00401284,-0.000117355,-0.000968627,0.00724811,0.0119797,-0.00108955,0.000145877,0.00183751,-0.00774271,0.00119841,-0.000398883,-0.0034261,-0.00867609,0.00289717,0.000582259,0.00168445,0.00352943,0.00090144,0.000944296,0.00550579,0.00398896,0.000126843,0.000962461,0.000597896,0.00299004,-0.00125105,0.00138763,-0.00511078,0.00013255,-0.00127267,-0.000803796,-0.00252084,0.000512161,-0.00080128,-0.002257,-0.00150198,0.00143768,-0.000303622,-0.000146712,0.00181866,0.000473288,0.000125866,2.04E-05,0.00438853,-0.00182091,-0.00149688,0.000411528,-0.000693511,-0.00162539,0.0731593
MP_IV0108-12533-2,MP,1,-5.01E-19,1.24E-18,0.375631,0.0124428,-0.00348506,-0.0441607,-0.0673232,0.108018,-0.00229355,0.0242986,0.068766,0.0127057,-0.00538476,-0.0173059,-0.0167606,0.0340038,0.00146734,0.00379061,0.0196382,0.00698894,-0.00378885,0.0029095,0.00331294,0.0149488,0.00275233,-0.00859081,0.00229884,0.00250575,-0.00584939,0.0127868,0.00582819,0.0075793,0.00429581,-0.00752534,0.00327296,0.00435578,-0.0011694,-0.00519046,0.0030616,0.00320367,-0.00610688,0.0119358,0.00377757,0.00331409,0.00331798,0.00729138,-0.00248596,0.00272184,0.00169135,-0.0102447,0.00806482,0.00137884,0.00103661,-0.00252411,0.00165175,0.000490178,-0.0032595,0.00100402,0.00135677,9.81E-05,-0.00163152,0.00451206,0.00345044,0.00280389,-0.000520439,0.00382077,-0.00511648,0.000624173,0.00240347,0.00333707,0.00532544,0.000791935,0.000718112,0.000247076,0.000456871,0.00139614,0.00133946,-0.00524198,-0.00467035,-0.000326951,-0.000294504,0.000498145,0.00843488,-0.00117832,-0.000380037,-0.000274928,0.00269219,0.000231981,-0.00230116,-0.0020113,-0.00526624,0.000525158,-0.000452002,-0.000213403,-0.00193938,-0.000325137,0.000228897,0.00369047,0.00336635,7.31E-05,8.72E-06,0.00418793,0.00162352,-1.96E-05,0.000731046,0.000137109,-0.00152487,0.000764407,0.000427647,-0.00088073,-0.00364537,8.82E-05,-0.000606564,-0.000554155,-0.000656825,0.00137153,0.00154755,-2.24E-05,0.00156428,0.0754939
MP_IV0110-12534-2,MP,1,6.17E-19,2.6E-19,0.413656,0.00871312,-0.0185817,-0.0370381,-0.0854872,0.10086,0.00609786,0.021152,0.0592907,0.0135514,-0.0101918,-0.0162512,-0.0121439,0.0314399,0.00416333,0.0050316,0.0173891,0.0109008,-0.00861922,0.00476843,0.003821,0.0114418,0.00471473,-0.0148888,0.00193072,0.00552309,-0.00698078,0.0131909,0.00507821,0.0073946,0.003288,0.00218641,0.00530462,0.00328609,0.0014943,-0.0110593,0.00494194,0.000432319,-0.00790499,-0.00406493,0.00609462,0.00372517,-0.00116969,0.0123358,-0.00319811,0.00230472,0.00174287,0.00557617,0.00358542,0.00395919,0.00331784,-0.000420864,0.000651712,0.000720434,-0.00103398,-0.00585427,0.00292801,-0.000923341,-0.00125753,-0.00490563,0.0109225,0.000273111,-0.0038371,-0.00228184,-0.00333271,0.00035813,-0.000664886,0.00272854,-0.000458377,-0.000164256,-0.000955503,0.00650867,0.00497462,0.000202074,0.00118128,0.000219169,-0.00429634,0.00183941,-0.000643578,-0.000608481,-0.00257671,0.000523447,0.00181623,0.00229942,0.00326132,-5.88E-05,6.59E-06,0.000985564,0.00297824,-0.000513247,8.92E-05,-0.00354992,-0.000159654,4.38E-05,0.000491897,-0.00239012,-0.000412572,-0.000120446,-0.00141985,-0.00210818,0.00177269,-0.000212837,-0.00107745,-8.5E-05,0.00252824,-0.000284789,0.000611042,0.00192971,0.000404806,-0.000907289,-0.000534421,0.000601195,0.000335873,-0.000690896,-0.00059599,0.00054339,-0.00152685,0.0746069
MP_IV0112-12535-2,MP,1,-1.91E-19,-3.79E-19,0.410231,0.0110551,-0.0134854,-0.0608989,-0.0751742,0.101552,-0.00308275,0.0228335,0.0560359,0.0135088,-0.00946607,-0.0204045,-0.0239827,0.0311203,0.00177602,-0.000901044,0.0195469,0.00902821,-0.00955543,0.0047642,0.0056383,0.011271,0.00395331,-0.0203496,0.00170917,0.00600974,-0.00964721,0.012479,0.00660437,0.00569366,0.00222717,0.00316376,0.0033464,0.00438555,0.00226193,-0.0120437,0.00509095,0.0013919,-0.00678333,-0.00102384,0.00864074,0.00266539,-0.00246962,0.014918,-0.0041927,0.0039156,0.00208314,0.0031329,0.00107372,0.0030559,0.00334561,-0.00048407,0.00335493,0.00235696,0.00116183,-0.00427737,0.00177177,-0.00195386,-0.0007873,-0.00276735,0.0117637,0.000111605,-0.00438223,-0.00166982,-0.00096231,0.000561878,-0.000861726,0.00204104,-0.00553762,0.000812383,-0.000917405,0.00652997,0.00492458,-0.000580755,0.00158441,0.00166482,-0.0023846,0.00253144,-0.00200612,-0.000277408,-0.00524472,0.00103946,0.000974067,0.00133644,0.00246523,0.00026789,0.000301896,0.00297239,0.00603886,0.000196598,0.000603998,-7.1E-05,0.000265435,5.59E-05,-0.000400491,-0.00260953,0.000528764,0.000180604,0.000589551,-0.00134293,-0.000113097,-0.000406074,-0.00160555,0.001496,0.00099789,0.000773755,0.00119281,0.00182141,0.000840879,-0.000938352,0.000780653,0.0012798,-0.000623343,-0.00125673,-0.000456577,-0.0010192,-0.00209529,0.0747512
MP_IV0116-12537-2,MP,1,-3.87E-18,3.63E-19,0.420872,0.0119434,-0.011134,-0.0585751,-0.0665081,0.0903083,-0.00239003,0.0272822,0.0684272,0.0125263,-0.0100432,-0.00635912,-0.0106077,0.0287519,0.00214115,-0.00748049,0.0117077,0.00725757,-0.00803359,0.0126003,0.00871643,0.0110106,0.00268871,-0.00819028,0.00552282,0.00527674,-0.00518054,0.000226131,0.00446759,0.00436235,-0.00276401,0.00977203,0.00510975,0.00527114,0.00321862,-0.000460115,-0.00202256,0.000496458,-0.00350733,-0.0112108,0.0104912,0.000496776,-0.00308332,0.00354413,0.00120225,0.00135748,-0.00177888,0.00710139,-0.00426242,0.00255596,0.000974144,0.00495519,0.00284302,0.00222148,0.00106118,0.00181372,-0.00229019,0.00167629,0.00227986,-0.000301787,0.00340685,-0.000297736,-0.000662928,-0.00253563,0.00577427,-0.00147248,0.000540731,-0.00503058,0.000297527,0.000214711,-0.00154621,0.000333811,0.000905277,-0.00083208,-0.00117556,0.00276984,0.0031611,-0.000621201,0.00056951,0.00225931,-0.00211402,-0.000282939,-0.000846305,-0.0013129,-0.00424132,0.00074935,-3.11E-05,0.000918351,-0.00224707,0.000182802,7.63E-05,0.00307985,-0.000657465,0.000294501,0.000395891,0.0018393,0.000396933,0.000470053,0.000666302,-0.00054506,-0.00223572,0.000132304,0.000612531,-0.00220271,0.000191581,0.000725944,-0.000374267,-0.000765426,2.22E-05,-1.81E-05,-6.05E-05,0.000364453,0.00034755,0.00121234,0.000281634,0.0014285,0.00154026,0.0747178
MP_IV0118-12538-2,MP,1,5.13E-20,-1.15E-19,0.452535,0.00757758,-0.004664,-0.0759825,-0.0726222,0.099886,-0.00224831,0.0242059,0.0672181,0.00698253,-0.00811943,-0.00221536,-0.00781326,0.0320308,0.00229862,-0.0131561,0.0100412,0.00749223,-0.010918,0.0193168,0.0109654,0.0133559,0.00339838,-0.0070103,0.00678394,0.00594758,-0.00167344,-0.00869241,0.00168345,0.00241629,-0.00979568,0.0082744,0.00884856,0.00477439,0.00333954,0.0108994,-0.00740944,0.00431657,0.00291842,-0.00756172,0.0052993,0.00113393,-0.00216021,-0.00792539,0.0109813,-0.00148319,-0.00429691,0.00031728,0.000735193,0.000964275,-0.00210798,0.00537439,0.00330333,-0.000187783,-0.00292561,0.00502547,-0.00100427,0.0023897,0.00156131,0.00108661,-0.00833525,0.0034427,0.000954401,0.00377046,0.000312605,0.000470997,0.00191149,0.00244941,0.00653151,-0.000657483,0.00109167,-0.00458469,0.000631142,0.000195431,-0.00055382,-0.00615885,0.00195525,3.76E-05,-0.00100197,0.00142852,0.00470543,-0.00165729,-0.000101649,0.0021002,0.00251036,-0.00155105,-0.000533919,-3.76E-05,-0.000338695,-0.00041734,-0.000665426,-0.00188852,-0.00289628,-0.000133723,0.000342548,4.67E-05,-0.00156401,-4.54E-05,-0.00148612,0.00131347,-0.000574459,0.000358929,-0.000527232,0.0018465,-0.00183576,0.000505648,0.000506228,0.00255544,-0.00175947,-3.63E-05,0.001072,-0.00079514,-0.00135347,-0.000462918,0.000247181,-0.000928613,-0.000654556,0.0737347
MP_IV0120-12539-2,MP,1,2.69E-18,-1.23E-18,0.527974,0.0166233,-0.0299059,-0.0440331,-0.108279,0.109984,0.00961586,0.0228317,0.0800897,0.017378,-0.0165647,-0.0122573,-0.000428843,0.0270282,0.00249844,-0.00177577,0.0104281,0.0129753,-0.00984342,0.0179179,0.0136088,0.0123919,0.00582476,-0.0146835,0.0034937,0.00318944,-0.00820852,-0.00276983,0.00854896,0.00622099,-0.0103483,0.00733767,0.00336823,0.00452766,0.00735751,0.0109367,7.39E-05,0.00469379,0.00473207,-0.0115029,0.0113358,-0.00342815,-0.00908211,-0.0134783,0.00921138,0.00142852,-0.00620361,0.00741582,-0.00245331,-0.00231367,-0.00246527,0.00877265,0.00425193,0.00168247,0.00116278,0.00368375,-0.00778208,0.00357094,0.00218389,0.00504333,-0.00810553,0.00262372,0.00229347,0.00306118,0.0146781,-0.00231328,0.00206346,-0.00377607,0.000549374,-0.00154525,-0.00105246,-0.00912715,-0.00444209,0.00171753,-0.00192812,0.000271607,0.00920192,-0.00100497,-0.000274164,0.00441691,0.00419339,-0.00452506,0.000410242,-0.000226867,-0.000285068,-0.00106813,-0.00137835,-0.0046437,-0.00267624,-0.000325049,-0.000225095,-0.000696953,-0.00455984,0.00169124,-0.00115337,0.00302674,-0.00262268,-0.00166273,-0.00168771,0.0016931,0.00104063,0.00045485,0.0014443,0.00392013,-0.00160356,-0.000265662,0.00106857,-1.57E-05,-0.00515545,-0.000868701,0.000667886,-0.00239533,-0.00151903,0.000129346,-0.00168031,-0.000483295,5.24E-05,0.0709989
