,Taxon,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,Size
GMM_12293,GMM,1,1.18E-17,3.92E-18,0.672277,-0.0182076,-0.02479,-0.0773245,-0.0361588,0.0628402,-0.0188645,-0.0174062,0.0321301,0.00662675,-0.0242309,0.025337,-0.00973385,0.0149111,-0.0175817,-0.0080155,0.00870807,0.00313488,-0.00442095,-0.00973798,0.00208203,-0.0024203,-0.0120458,0.00683942,0.0149074,-0.00165975,-0.00859592,0.00161559,0.00202328,-0.00578716,-0.00757642,0.00295985,-0.00543322,-0.00276131,-0.0057568,-0.00151466,-0.00148253,-0.00090217,-0.00411888,-0.0019268,-0.0026601,-0.000714929,-0.00458364,0.0043804,0.00107689,6.39E-05,-0.00269414,0.00346733,-0.00193264,-0.00121692,1.67E-06,0.00326128,-0.00105392,-0.00134428,0.000380299,0.00142082,0.00337248,-0.00189313,0.00194861,0.0011852,-0.000473496,-0.00182958,0.00021132,-0.000523725,-0.00317063,-0.000794558,-0.000197453,-0.00502501,-0.0024924,-0.000282173,-3.22E-05,-0.00194543,-0.00039404,0.000878143,6.67E-05,-0.000521472,0.000650411,-0.000896011,0.00037247,-0.00059083,0.00159177,-0.00153252,0.00123403,0.00150163,0.0022347,-0.000402055,0.000311159,-0.00118937,-0.00150491,-0.00113254,0.00100352,-0.000349655,-0.00138208,0.000141227,5.59E-05,-0.000240964,-0.000585519,-0.00217066,0.000340537,-0.00281185,0.00154939,-0.000967947,0.000219969,-0.000677672,0.00156165,-0.000687029,-0.00172073,-0.00169233,-0.00154255,-0.000557418,0.000326602,0.00126584,-0.000501945,-0.000495515,-0.00196419,-0.000249557,0.000553763,0.0671226
GMM_12294,GMM,1,2.16E-17,1.57E-17,0.722733,-0.0244063,-0.0409825,-0.0705633,-0.0211255,0.0504821,-0.0261304,-0.0437687,0.0422125,-0.000724449,-0.0287396,0.0194116,-0.0138093,-0.000882753,-0.0231189,0.00163555,0.0102296,0.00409971,-0.00976221,-0.0126554,0.0014185,-0.00659353,-0.00843301,0.00652424,0.00758036,-0.00263753,-0.004556,0.00834732,0.00945049,-0.00767921,0.000774381,0.00553934,-0.00534895,-0.00601678,0.00168044,0.00151493,-0.00464322,-0.00575879,0.00049469,-0.00576945,-0.000294965,-0.00440025,-0.000182187,-0.00103274,0.00148639,-0.0036584,-0.00126531,0.00198193,-0.000717001,-0.00210352,-0.000499519,-0.00246095,-0.00414834,-0.000752026,0.000439524,-0.00160261,-0.00261884,-0.00047022,0.000491481,0.00051742,0.00123911,0.00173263,0.00101031,6.17E-05,-0.00152658,0.00184058,0.00101704,-0.000444299,-0.0015814,0.00176807,0.000931955,-0.00133818,0.00148748,0.000226025,0.000665079,-7.32E-05,0.00336731,-0.000273942,0.00065078,0.000970841,0.00307482,0.000388858,0.000181097,-6.13E-05,-0.000757254,0.000449842,-0.000626699,5.04E-05,-0.000596556,0.00134326,0.000729706,0.00119258,-0.000447797,0.000267956,-4.43E-05,-0.000146227,-0.000462868,0.00107618,-0.000324058,-0.00116794,0.00138552,0.000452332,-0.000607939,0.000756599,0.000528233,0.000550877,0.000489835,0.00199698,-0.00167505,0.00043147,-0.000562755,-0.000142621,0.000463262,0.000873177,0.000224388,-0.000803122,0.00075323,0.0657333
GMM_12297,GMM,1,3.49E-17,-1.24E-17,0.716015,-0.0393665,-0.0646469,-0.049195,-0.0423666,0.051975,-0.0274506,-0.0173407,0.0345551,0.00053981,-0.028814,0.0270968,-0.00525448,0.00573679,-0.0179052,-0.00681772,0.0061093,-0.0037073,-0.00843074,-0.00190653,0.00197554,-0.0073126,-0.00884186,0.00888438,0.0158503,-0.00857498,-0.00182569,0.00355193,9.45E-05,-0.0115968,-0.00188338,0.00204729,-0.00588306,-0.00661678,-0.00188545,-0.00616871,0.000779154,-0.00510915,-0.00130329,-0.000386944,-0.00188702,-0.00412292,-0.00297616,0.00224948,-0.000663556,0.000276247,-0.000281315,0.00171716,-0.00695932,-0.000283944,7.51E-05,0.00181972,-0.00419002,0.00180952,0.00228292,0.000263335,0.000613805,0.00117658,0.00266005,0.00191474,-0.00175023,0.00106505,0.00186894,-0.00222753,0.00162432,0.00140227,-8.24E-05,-0.00354206,0.00218336,0.000411235,-0.000857766,-0.000449148,0.00406484,0.00117939,-0.000413936,0.00172999,0.00103859,0.000264025,-1.7E-06,0.00324905,-0.000203087,0.00177983,0.000153937,0.000320126,-0.000220531,0.00104089,-0.000191287,-0.000967453,-0.00193358,0.00195076,-0.000579035,-0.000185395,0.000178199,0.00221835,0.000131587,0.00116771,-0.000581238,0.00110512,0.000243578,0.0032615,0.00160069,0.00148984,0.000534921,0.00154328,0.000882128,0.000682892,0.00157385,0.00160449,-0.00213591,0.000336528,0.00151109,0.00156818,0.00105718,0.000156877,0.0021097,5.87E-05,0.00224731,0.0657859
GMM_12298,GMM,1,1.88E-17,4.47E-18,0.668439,-0.0176819,-0.0512009,-0.0687813,-0.0304258,0.0745248,-0.0456168,-0.0209388,0.0381798,0.00695626,-0.0236135,0.0280168,-6.01E-05,0.00896426,-0.0246313,0.00154902,0.0126411,0.00330873,-0.00616421,-0.012041,0.00522188,-0.00560445,-0.0135895,0.00916739,0.0164499,-0.00242726,-0.00747711,7.91E-05,0.0016044,-0.00841416,-0.00668127,0.00126974,-0.0137669,-0.00285829,-0.0048679,-0.00508419,-0.00250914,-0.00162689,-0.00385081,-0.000604734,-0.00110686,-0.00139406,-0.00371172,0.00938668,-0.000563236,-0.000602238,0.000730384,0.00524693,-0.00343144,0.000440383,0.00209517,0.000188275,-0.00326178,-0.00121644,0.00299607,-0.000609246,0.00180213,-0.00176413,0.00171157,-0.0012974,0.00124795,-0.00128892,0.00303454,-0.00176263,-0.00160234,-0.000192023,6.37E-05,-0.00666581,-4.5E-05,-0.00101682,-0.000350869,-0.00168069,0.00365172,0.00100359,0.000376032,0.00512286,-0.00119363,-0.000255744,0.00173189,0.000510086,-0.00192751,-0.000573203,0.00264219,0.00145786,0.00291713,-0.000191735,8.79E-05,-0.00282529,0.00137592,-0.000700574,0.000695523,-0.00420695,-0.00106448,0.000351503,0.000184548,-0.000138324,3.26E-05,-0.00123134,0.00082519,-0.000688943,0.00300947,-0.000588407,0.00141474,0.00283601,0.0022616,-0.00157476,-0.00144078,-9.76E-06,-0.0013949,-0.000124548,0.00123505,0.0004959,-0.00155508,-0.000149988,-0.00276204,-0.00185627,-0.000579295,0.0671992
GMM_12299,GMM,1,-5.23E-19,1.77E-17,0.686657,-0.026784,-0.0780583,-0.0892108,-0.0514305,0.0629986,-0.0330077,-0.0274956,0.0416396,-8.17E-05,-0.039539,0.0275797,-0.00503649,0.00460906,-0.0188397,0.00182535,0.0115411,-0.0014959,-0.0132765,-0.00668568,0.00642738,-0.00741233,-0.00590218,0.0106528,0.0135251,-0.00679319,-0.00898722,0.00229984,0.000277718,-0.00872405,-0.000558617,-0.00369272,-0.010386,-0.00585009,-0.00634679,-0.00185779,-0.000555437,-0.00232887,-0.00230855,0.000152742,-0.00321149,-0.0011522,-0.00220321,0.00714354,-0.00472699,0.000918142,0.00264778,0.00148907,-0.00442425,0.00116084,0.00261584,-0.00253782,-0.00376551,0.000314925,0.00356817,-0.00120867,0.00362014,-0.000168674,0.0026777,-0.00146163,0.00297926,-0.000647903,0.00270405,-0.00168207,0.000825064,-0.00144205,-0.000341017,-0.00199181,0.00433024,-0.000605308,-0.00066433,3.74E-05,0.00168116,0.00130845,0.000495204,0.00165467,-0.00227014,0.00131474,0.00157536,-0.000949566,-0.000752806,0.00226275,0.00212328,-0.000411369,0.000816391,-0.00132738,0.000413216,-0.000678378,0.00452514,-0.000287899,0.00143344,0.000796016,0.00123334,-0.000660808,-0.000155431,0.000560818,-0.00133133,0.000233345,0.00142811,0.000626324,-0.000754735,-0.00185362,-0.000803878,0.0010533,0.00065858,-8.98E-06,0.00140267,-0.00145223,0.000517001,-0.000555832,-0.000268416,-0.00159166,-0.00197302,-0.00237041,-0.00016355,0.00149389,0.00348439,0.0663671
GMM_12300,GMM,1,1.76E-17,-1.71E-18,0.686781,-0.0180331,-0.0330692,-0.0686972,-0.0264093,0.0567071,-0.0334827,-0.0200322,0.026679,0.00226301,-0.0255483,0.0286566,-0.00858401,0.014523,-0.0211578,0.00562646,0.012361,0.00625465,-0.00396442,-0.0124529,0.000229373,-0.00306633,-0.0087593,0.0105391,0.0168932,-0.0012666,-0.00689812,0.00270782,0.00510672,-0.00757779,-0.00549423,0.00085158,-0.0117008,-0.00366508,-0.00610552,-0.00182692,-0.000522336,-0.00122262,-0.00561659,-0.000405643,-0.000943222,-0.00182321,-0.00345024,0.00889804,-0.000130428,0.000246957,-0.000674289,0.00537395,-0.00100501,0.000191596,0.00239952,-0.000349322,-0.00357945,-0.000559688,0.00288642,0.00199,0.0039775,4.89E-05,0.00319007,0.000721232,0.0014293,-0.00128353,0.00257771,-0.000918101,-0.000438744,0.000355025,0.00116007,-0.00467224,0.000319477,-0.00118811,-9.97E-05,-0.00364937,0.00169846,0.00035203,0.00194477,0.00459764,0.000905369,0.00029089,-0.000909176,-0.00127517,-0.000233514,-0.000819519,0.00391689,0.00241192,0.00219587,0.000773167,0.000617894,0.000237092,-0.000962756,-0.00274828,0.00215991,-0.00408436,0.0025428,0.00186005,-0.000255057,-0.0017645,-0.000478516,-0.00231341,0.000772652,-0.000899048,-0.000460271,-0.00026624,0.00042966,0.00168689,0.00219968,-0.00201504,-4.55E-05,-0.00108354,0.00184899,0.00049177,-0.000724209,-0.00348384,-0.00178361,-0.00156474,-0.00130078,-0.000666913,-0.00154894,0.0669859
GMM_12943,GMM,1,8.74E-18,-1.54E-18,0.689275,0.01771,-0.0299761,-0.0869219,-0.0628557,0.0671622,-0.0297178,-0.0392453,0.00700258,0.0176704,-0.0239652,0.031878,0.00544922,0.0204856,-0.0178356,-0.000739204,0.00969057,0.0072361,0.00133546,-0.00842295,0.00152796,0.0021399,-0.0143748,0.000861782,0.019049,0.00229244,-0.0033161,0.0026547,-0.00129946,-0.00275798,-0.00777181,0.00742987,-0.00302163,0.00423291,-0.00418323,-0.00362843,0.003157,-0.00118639,-0.00178085,0.00619183,0.00357933,-5.22E-05,-0.00326265,0.00502509,0.00369972,-0.00305198,0.00227203,0.00250942,-0.0056936,-0.000945924,-0.00167218,-0.000511145,-0.00361515,-0.00197611,-0.000467426,-0.0045287,-0.00155348,-0.00107064,-0.00196124,0.00106744,-0.00140979,-0.000307789,-0.00210817,-0.000697592,-0.00181921,0.00019991,-0.00112791,0.00117755,-0.00256244,0.00037465,-0.00109075,0.00130634,3.59E-05,-0.000652651,0.000242661,0.000641239,-0.000368773,0.000165778,0.0002174,0.000673193,-0.0016634,0.000313916,0.000320194,-0.00133653,-0.0012521,4.87E-05,-0.000504313,-0.00125764,0.000807319,-0.000106081,0.000527259,0.000521882,0.00225488,0.000260031,0.000490335,0.000424229,-5.98E-06,0.000329537,0.000970542,0.000252035,0.000779566,-0.000404677,-0.000161254,-0.00134308,0.00190145,-0.000962771,0.00117972,-0.000279106,0.000612892,-0.00101189,-0.00030856,-0.000313265,0.00068072,-0.00018823,-0.000221779,-0.000471214,-0.000283558,0.0664744
GMM_12944,GMM,1,-8.75E-19,5.65E-18,0.685181,-0.00112937,-0.0278069,-0.0315107,-0.0131192,0.0709228,-0.0218463,-0.0602129,-0.00760401,0.00791902,-0.0231683,0.0271561,-0.00583599,0.0255674,-0.0233443,-0.00507009,0.0239879,0.012018,0.00143542,0.00139521,-0.0137428,0.00185769,-0.0125466,-0.000472239,0.018798,0.0053513,-0.00172154,-0.00503408,0.00289055,-0.00885831,-0.00871778,0.0104954,5.98E-05,0.00175388,-0.00267186,-0.00192547,-0.00505664,-0.00147837,-0.00653908,0.00189273,-0.00759504,0.00322359,-0.00381254,-0.000527272,0.00699922,0.00122506,-0.00351795,0.00592079,-0.0018986,-0.000475016,-0.000905998,0.00351401,-0.000174635,-0.000702221,0.00131581,0.00108711,-0.000364791,-0.00139113,-0.0013101,-9.13E-05,-0.000595941,-0.00224198,0.00110827,-0.00123339,0.000120313,-0.000493886,-0.00184701,0.000772214,-0.00253788,0.000431354,-1.47E-05,-0.000671164,-0.0030113,0.000478149,-0.00180029,-0.000726825,-0.000479776,0.000444111,0.000234779,0.000351612,0.00178166,-0.000472196,-0.00070146,0.0025079,0.000946754,-0.000277957,0.000544544,0.000841748,-0.00163873,-0.000609858,0.000851492,-0.000237574,-0.00187027,0.000230908,0.000190062,-0.00100236,-0.000364587,0.000353481,-0.000140696,-0.00175369,-0.000774152,-0.000222075,-0.000936883,-0.00125467,0.000627798,0.000428592,0.000406541,0.000797798,0.000678418,0.000144139,-0.00107912,0.000718648,-0.000652674,0.000131671,0.00052467,-0.00074435,0.00071291,0.0667712
GMM_12945,GMM,1,4.94E-18,-1.92E-17,0.703028,-0.0360711,-0.0314499,-0.0638213,-0.0394474,0.0537289,-0.046817,-0.041685,0.0329602,0.00015821,-0.0323384,0.0159824,-0.00838838,0.00435416,-0.0275775,0.00653718,0.0137644,0.00331809,-0.00969937,-0.00870508,-0.00195957,-0.00659335,-0.0110202,0.0102482,0.00955197,-0.00836278,-0.00831247,-0.000868794,0.0110044,-0.0110375,-0.0023962,0.00624509,-0.00600801,-0.00816104,-0.00486091,0.000358915,-0.00506755,-0.00347624,-0.0035475,-0.0105045,-0.00434523,-0.00523074,-0.00564394,0.00249234,0.00269822,-0.000683877,-0.00368969,0.00509297,-0.0018247,0.000341447,2.86E-05,0.00314347,-0.0120311,0.00296752,-0.00102951,-0.00354592,-0.00338203,0.00129038,0.00297249,-0.00160041,0.00332879,0.00253202,0.0035561,0.00320089,-0.000203728,0.00101959,0.00181078,-0.00335144,0.00127234,-0.00112146,0.000838247,-0.00181866,0.00511814,0.000391776,-0.00154434,-0.000282141,0.000669679,-0.00084212,-0.000436466,-6.63E-05,-0.000459534,0.00353573,0.000681194,0.00234395,-0.00388421,0.000818018,0.00168772,0.000731818,-0.00107895,0.00163684,0.00148496,-0.00113085,0.00291089,-0.00117392,-0.0010563,-0.00364591,0.00168032,0.000508169,0.000810895,0.000713327,0.000913959,0.00132716,-0.00143731,0.00161812,-0.00189354,-0.00105696,0.00204497,0.00387388,0.00101292,0.000607638,-0.000786106,-0.00115943,-0.000634305,-0.00153413,0.00201166,-0.00359284,-0.000861132,0.0662036
GMM_12946,GMM,1,-1.25E-17,6.09E-18,0.659844,0.00457499,-0.0272396,-0.0625775,-0.0472218,0.0646179,-0.0288675,-0.0231631,0.017958,0.018692,-0.0159844,0.0289793,0.000567547,0.016999,-0.0222504,-0.0112948,0.00815698,0.00871425,0.00123223,-0.00908145,0.000458081,-0.00062641,-0.0205702,-0.000724483,0.0144465,0.00118133,-0.00466824,0.000582389,-0.0016688,-0.00368506,-0.0110511,0.00924013,-0.0112018,0.00402746,-0.00465466,-0.00468614,-0.00104827,0.00169235,-0.00388823,0.00532237,0.00288678,0.00234785,-0.00301025,0.0055148,0.00708943,-0.00274893,0.00053144,0.00195299,-0.000485839,-0.00158803,-0.000337175,0.00151081,0.00090807,-0.00353907,-0.00100617,-0.00254036,-0.00158543,-0.00264588,-0.000192747,0.00254934,-0.0031553,-0.00148785,-0.00100086,-0.00111646,-0.00361263,4.31E-06,-0.000279289,-0.0017355,-0.00318131,-0.00062187,-0.000227511,0.000593377,0.00336659,-0.000594323,-0.000827835,0.00120376,0.00027884,-0.00324022,-0.000380456,-0.000293773,-0.000354961,-0.000190228,-0.00126994,-0.000957087,-0.00153088,-0.00107421,-0.000652238,0.00179629,-0.00272636,0.00183201,-0.00015479,0.00052638,-0.00203777,0.000642848,-0.000483446,-0.00191961,-0.000714123,0.00103594,0.000891254,-0.000221887,0.00132925,0.000672932,-0.000560911,-0.000764449,0.00165988,-0.000663418,0.000554317,0.00149727,0.00185812,0.00204532,0.00112915,0.00200882,-0.0023244,-0.00161862,-0.000451814,-0.00139489,0.00135077,0.0675005
GMM_12947,GMM,1,-3.96E-18,-1.9E-17,0.674222,0.00593961,-0.0477416,-0.0534253,-0.0422628,0.0536276,-0.0366098,-0.00527569,0.0191988,0.0119501,-0.0203624,0.0196377,0.00372125,0.0101307,-0.0190198,-0.0016987,0.00738707,0.00372475,-0.00407994,-0.00428985,-0.00347514,-0.00479069,-0.0135754,0.0016681,0.0124698,-0.002546,-0.00704419,-0.00214909,0.00195881,-0.00649945,-0.00818983,0.00470084,-0.00452869,3.95E-05,-0.00843451,-0.00388594,-0.00276645,-0.000342476,-0.00194263,0.00353863,-0.00118041,-9.68E-05,-0.00531737,0.00507988,0.00252924,-0.000186518,0.00316804,0.00459418,0.000331173,-0.00161788,0.00123936,0.00366267,0.00163444,-0.00186917,0.00264731,-0.00229173,0.00188316,-0.00460724,0.00127909,-0.00097082,0.00111721,-0.00131568,0.00100747,-0.0033251,-0.00158667,-0.00143728,0.000152504,-0.00321057,-0.00276495,0.000739554,-0.000147956,-0.0016648,0.000723915,-0.00219381,0.00204182,0.00182789,-0.00111346,-0.000490926,0.00118708,-0.000892616,-0.000900343,-0.00204618,-2.33E-05,-0.00352424,0.000951608,-5.9E-05,-0.000319772,-7.91E-05,-0.00147382,-0.000607392,-0.000879524,-0.00110356,-0.00193885,0.000419209,0.000301683,-0.00105259,-0.000879289,-0.00046322,-0.00289303,-0.00334304,0.00186313,0.000695345,0.000102116,0.00106527,-2.99E-06,0.000659774,-0.00216177,0.00206819,-0.00213662,0.00049496,0.000531094,-0.000775222,0.000686667,0.00249873,-0.000624103,0.000725501,-0.00235356,0.0673206
GMM_12954,GMM,1,-5.45E-18,2.56E-18,0.692892,-0.0292134,-0.0607271,-0.0642573,-0.0290237,0.0647147,-0.0294614,-0.0257742,0.0286731,0.00195377,-0.0250635,0.0267714,-0.00368534,0.00777206,-0.0224468,-0.000915555,0.0100708,-0.00204176,-0.00663102,-0.00769141,0.00100178,-0.00436117,-0.0128248,0.00875165,0.0164902,-0.00537943,-0.00479884,-0.001077,0.00394802,-0.00986485,-0.00727137,0.00259997,-0.00951083,-0.00846283,-0.00331739,-0.00718709,3.87E-05,-0.0018828,-0.0029032,-0.000799381,-0.00164564,-0.00440945,-0.00270841,0.00673475,-0.000865508,-0.00109154,0.000144141,0.00184409,-0.0038902,-0.00168255,0.000497278,0.00311494,-0.00521659,0.000496828,0.00216316,-0.000826414,0.00126765,0.000313807,0.00313685,-0.00113024,0.000575218,-0.00136775,0.00307587,-0.000553933,0.00158314,0.000119855,0.00254636,-0.00485631,0.000660754,-0.00166185,-0.000124351,-0.00199847,0.0020221,0.000286015,-0.000333839,0.00143307,0.00278679,0.000455543,-0.00136656,0.00052442,-0.00292978,0.00187037,0.00219565,0.000396123,0.000427657,0.00171355,0.001228,0.000783923,0.000475254,-0.000558266,0.00156546,-0.000755953,0.00170229,0.00158711,9.24E-05,-0.00231273,0.000998927,-0.00161408,0.000804251,0.000127105,0.000872508,0.00205094,0.000343798,0.00265063,0.00194649,-0.00168727,0.00117916,0.00131488,0.00209516,0.000591574,0.00225831,0.00256806,-0.00250347,-0.00211793,-0.00212627,-0.00472931,-0.000769302,0.0664223
GMM_13024,GMM,1,1.18E-17,1.64E-17,0.715973,-0.0303256,-0.0451453,-0.0642157,-0.0380967,0.0474874,-0.0314604,-0.043078,0.0398565,0.000199935,-0.0337496,0.0204699,-0.0102116,0.00488175,-0.0245676,0.0129826,0.00901754,0.00392079,-0.0116469,-0.0139784,-0.00268296,-0.00495916,-0.00581593,0.00724073,0.00641127,-0.00317752,-0.00514638,0.0100182,0.0118495,-0.00895201,0.00184323,0.00308645,-0.00608027,-0.00565248,-0.000763952,-0.0008252,-0.00493399,-0.00540319,0.000428339,-0.00603841,0.000358377,-0.00556042,-0.000954803,0.001093,-0.00127679,-0.00398434,0.000193695,0.00362237,-0.000821452,-0.0012063,-0.000341899,-0.00208231,-0.00488661,-0.00111067,-0.00186918,-0.00164836,-0.00313529,0.00151704,-2.35E-05,0.000229469,0.000809538,0.00297985,0.00134987,-0.000248704,-0.00471316,0.00140919,0.00054541,0.000299176,0.000611099,0.00244988,0.00108428,-0.000530132,0.0044449,-7E-05,0.00136084,0.000298393,0.0013655,0.000419998,0.000259829,0.00205699,0.00424531,0.00107949,-0.000667042,0.000575499,0.000961197,0.00119726,0.00129501,0.00245806,-0.00357129,0.000925647,0.000551876,0.00032089,-0.000487096,-0.000587891,0.00230254,-0.00173501,0.00402413,0.000190442,-0.000667101,0.000583989,0.00120864,-0.000524242,-0.000856606,-0.00106329,-0.000906559,0.00140334,-0.000838711,0.00104302,-0.00113012,0.00104615,-0.00122431,0.00134678,-0.000787964,0.000982249,-0.00012392,-0.000593472,0.0024379,0.065817
GMM_13026,GMM,1,-1.39E-17,-1.56E-17,0.744129,-0.0263824,-0.0300912,-0.0674271,-0.0206995,0.0409141,-0.0502517,-0.0370782,0.0146308,-0.00664772,-0.0208886,0.0180045,0.00408319,0.0143917,-0.0330904,0.00859418,0.0043346,-0.0011169,-0.0128923,-0.00777005,-0.00716667,-0.0032384,-0.00889324,0.0123083,0.0193653,-0.00193753,-0.00397062,0.00950228,0.0065467,-0.0103764,0.000837729,0.00474317,-0.00588708,-0.0086492,0.00191405,-0.00342758,-0.0016498,-0.0040495,0.00260285,-0.00607732,-0.00326964,-0.00695542,-0.00124352,0.000232157,0.000467964,-0.00254447,0.000649,0.00122913,0.000176382,-0.000971186,-0.0018034,0.00132892,-0.00702413,-0.00169727,-0.00223153,-0.00380534,-0.00210816,-0.000115192,0.000452545,-0.00186996,-0.000948332,0.00287517,-0.000829687,0.00164584,-0.00210184,0.00303536,0.00143849,0.00093123,-0.00238133,0.0030097,0.000337802,-0.000357771,0.00256833,0.00284914,0.00149322,0.00188183,0.0040296,-0.00110249,-0.000402331,-0.000598184,0.00222521,-0.00118033,0.0030295,0.00316165,0.00385811,0.00148068,-0.0038436,-0.00180181,-0.00252948,-0.00113639,0.00162485,9.44E-05,-0.00289436,0.00217012,-0.00204404,0.00167545,-0.000278738,0.000721789,5.14E-05,-0.00283942,0.00252171,0.00162542,-0.00136305,-0.000428061,0.000212473,0.00118465,0.000576094,0.00303401,-0.000582271,0.00177937,-0.000718177,0.00331798,-0.00114051,7E-05,0.00110214,-0.00134001,-0.000584212,0.0650407
GMM_13027,GMM,1,2.66E-17,5.44E-18,0.681815,-0.0191706,-0.0379137,-0.0771053,-0.0426281,0.0697287,-0.034474,-0.0353366,0.0364958,0.00557751,-0.0332233,0.0232802,-0.000871624,0.00980597,-0.0165587,0.00724989,0.0106015,0.00483263,-0.00743247,-0.013341,-0.00228083,-0.00411525,-0.00688783,0.00410068,0.0163144,-0.00245487,-0.00902082,0.0042411,0.00554301,-0.00945644,-0.00221808,0.00071838,-0.0102667,-0.0045692,-0.0050819,-0.00309307,-0.00223971,-0.0029361,-0.00248921,-0.00153418,-0.000736567,-0.00221866,-0.00423636,0.00660933,0.00114709,-0.000907178,-0.00063526,0.00386468,-0.0030772,-0.00150457,0.000730874,0.00263542,-0.00387656,0.000899206,0.00200926,-0.000538515,-0.000710413,-0.00212676,0.00283873,-0.00237691,0.00272277,-2.4E-05,0.003421,5.68E-05,0.00145427,-0.00295602,0.00109935,-0.00423523,0.000416949,-0.000198779,0.00156233,-0.00392737,0.00155388,-0.00196137,0.000334483,0.000382262,0.000746341,7.14E-06,0.000589874,0.000200856,-0.000687163,-0.00143118,0.000298911,0.000193246,-0.000585762,0.00109197,0.00262353,-0.000245843,-0.000520647,-0.000962407,0.000360561,-0.00131971,0.00034337,-0.000449312,-0.000616992,-0.00275629,0.0035775,0.000378304,0.000611358,0.000219381,-0.00148521,-0.000349278,0.000517008,0.00127644,-0.00114486,-0.000670249,0.000776725,0.000336298,0.00426245,-0.00117462,-0.000578499,-0.000629015,-0.000514498,-0.00155248,-0.000792641,-0.00060457,-0.00334992,0.066911
GMM_12948,GMM,1,-1.4E-17,7.86E-18,0.683855,-0.0192572,-0.0307188,-0.0584413,-0.0383767,0.0616431,-0.0468409,-0.0371344,0.0186807,0.00394428,-0.0219771,0.0122847,-0.00386732,0.0153425,-0.0265984,0.0105783,0.0174701,0.00229669,-0.00573427,-0.00691294,-0.0070735,-0.00180422,-0.0110257,0.00704783,0.0119787,-0.00285116,-0.00720847,0.00105729,0.00913377,-0.00714537,-0.00528908,0.00773283,-0.00469604,-0.00430362,-0.00539389,0.000460574,-0.00397094,-0.00291865,-0.00300928,-0.00397556,-0.00481998,-0.00116435,-0.00434895,0.00251811,-0.00152097,-0.00102601,-0.00205632,0.00213196,0.00160795,0.000920691,0.00065101,0.00427536,-0.00430045,-0.00106217,0.00136306,0.00169699,-0.0020523,0.000356488,0.00274066,-0.00310136,-0.00123445,-0.00160438,0.00201115,-0.00112725,0.0014191,-0.00128832,0.00200406,-0.00151403,0.00279358,-0.00103763,0.000324401,-0.00274519,-0.00111719,-0.00163981,0.000128672,-0.000553141,0.00155311,0.00098509,-0.000521568,-0.000845333,-0.000303349,-0.00130492,-0.00019821,-0.000580965,-0.000986858,-0.000835644,0.00233192,0.00194381,0.00036565,0.000215348,0.000223256,-0.00135091,-0.00270122,-0.000245237,-0.00041153,-0.00395454,0.00133727,0.000470266,-0.000401953,-0.00133641,0.00089115,-0.00131173,0.00054609,0.00193765,0.00108377,-0.000157574,0.000788747,0.00203304,0.000920699,-0.00190446,-0.00164763,-0.00285735,0.00133162,-0.000659367,-0.000843971,0.00105523,-0.000394566,0.0668286
GMM_IV0014-12289-1,GMM,1,2.74E-17,6.4E-18,0.783042,-0.0196279,-0.0234758,-0.0805969,-0.0141132,0.0271137,-0.0435302,-0.0564185,0.0277042,-0.0067783,-0.02882,0.0217288,-0.00378651,-0.000983353,-0.0333036,0.010454,0.014035,0.00242627,-0.00763786,-0.00511828,-0.00228952,-0.00700303,-0.00770973,0.0105306,0.011144,-0.000665853,-0.00213907,0.00666969,0.00451995,-0.0104347,0.00261594,0.00449552,-0.00839236,-0.00325481,0.00404241,-0.00481365,-0.000446348,-0.00512679,0.00285834,-0.00598253,-0.000940716,-0.00389076,0.00158355,0.00418471,0.00146003,-0.0038361,0.000468569,-0.00116151,-0.00368977,-0.0024532,0.00153783,-0.00247802,-0.00573376,-0.000815318,-0.00130994,-0.00452123,0.000871863,0.000888943,-0.000760951,-0.00196498,0.000289117,0.00138514,-0.00125903,0.00190591,0.00111464,0.00260458,-0.000615051,-0.000410592,0.00148322,0.00212899,-0.000621244,0.000775371,0.00102905,0.0012868,-9.87E-05,0.00227676,0.00198903,0.000922777,0.000901626,0.00179524,-0.000586181,0.00101897,0.000820056,0.000442222,-0.00134587,0.000696849,0.000617756,-0.00338283,0.000804249,-9.94E-05,0.000231797,-0.000223025,0.00158877,0.000142046,0.000404226,0.00233336,0.00113982,-0.000123698,-0.000599472,0.000365241,-0.00122825,-0.000569102,-0.000238741,0.000867824,-2.63E-05,-0.000107902,-0.000817076,-0.000633009,-0.000306999,-0.000213248,-0.00018155,1.42E-05,-0.00184048,0.000899792,-0.000954851,-0.000600831,-4.47E-05,0.0637624
